,Transaction ID,Date,Product,Source,Count of Sessions,Quantity,Product Revenue,Landing Page,Device Category
3166,#9821,20181213,Accessory,affirm.com,39,1,$99.00,/checkout/thank_you,tablet
3167,#9821,20181213,Accessory,affirm.com,39,1,$25.00,/checkout/thank_you,tablet
3168,#9821,20181213,Boat C,affirm.com,39,1,"$2,499.00",/checkout/thank_you,tablet
3169,#9805,20181212,Accessory,affirm.com,3,1,$99.00,/checkout/thank_you,mobile
3170,#9805,20181212,Accessory,affirm.com,3,1,$99.00,/checkout/thank_you,mobile
3171,#9805,20181212,Boat B,affirm.com,3,1,"$1,299.00",/checkout/thank_you,mobile
3172,#9806,20181212,Accessory,google,1,1,$25.00,/,desktop
3173,#9806,20181212,Accessory,google,1,1,$20.00,/,desktop
3174,#9807,20181212,Accessory,google,2,1,$18.00,/,desktop
3175,#9807,20181212,Accessory,google,2,1,$20.00,/,desktop
3176,#9808,20181212,Boat A,orukayak.knoji.com,2,1,"$1,399.00",/,desktop
3177,#9809,20181212,Accessory,pay.shopify.com,3,1,$99.00,/checkout/review,desktop
3178,#9809,20181212,Accessory,pay.shopify.com,3,1,$99.00,/checkout/review,desktop
3179,#9809,20181212,Boat C,pay.shopify.com,3,1,"$2,499.00",/checkout/review,desktop
3180,#9810,20181212,Accessory,google,2,1,$1.00,/collections/kayaks,desktop
3181,#9810,20181212,Accessory,google,2,1,$99.00,/collections/kayaks,desktop
3182,#9811,20181212,Accessory,google,3,1,$99.00,/,desktop
3183,#9812,20181212,Accessory,google,2,1,$199.00,/checkout/contact_information,desktop
3184,#9812,20181212,Accessory,google,2,1,$99.00,/checkout/contact_information,desktop
3185,#9812,20181212,Boat A,google,2,1,"$1,599.00",/checkout/contact_information,desktop
3186,#9813,20181212,Accessory,google,1,1,$99.00,/,mobile
3187,#9813,20181212,Accessory,google,1,1,$99.00,/,mobile
3188,#9813,20181212,Boat B,google,1,1,"$1,299.00",/,mobile
3189,#9798,20181211,Accessory,google,2,1,$99.00,/cart,desktop
3190,#9798,20181211,Boat B,google,2,1,"$1,299.00",/cart,desktop
3191,#9799,20181211,Accessory,google,1,1,$70.00,/,desktop
3192,#9799,20181211,Accessory,google,1,1,$79.00,/,desktop
3193,#9799,20181211,Accessory,google,1,1,$199.00,/,desktop
3194,#9799,20181211,Accessory,google,1,1,$99.00,/,desktop
3195,#9799,20181211,Boat C,google,1,1,"$2,499.00",/,desktop
3196,#9800,20181211,Accessory,OrderlyEmails,2,1,$199.00,/products/oru-pack,desktop
3197,#9801,20181211,Accessory,(direct),4,1,$199.00,/collections/accessories/products/oru-pack,tablet
3198,#9803,20181211,Accessory,google,2,2,$198.00,/,desktop
3199,#9803,20181211,Accessory,google,2,1,$99.00,/,desktop
3200,#9803,20181211,Accessory,google,2,1,$99.00,/,desktop
3201,#9803,20181211,Accessory,google,2,1,$25.00,/,desktop
3202,#9803,20181211,Boat D,google,2,1,$999.00,/,desktop
3203,#9804,20181211,Accessory,google,3,1,$79.00,/,mobile
3204,#9797,20181210,Accessory,Listrak,1,1,$99.00,/pages/packages?trk_msg=2DM8V28CJ0N4P2293SH03EC530&trk_contact=603CCR1HMQ4OFQPKDLKVKCHH5S&trk_sid=3LU3FVGRIPLT578CFBQ53OU6MS,desktop
3205,#9797,20181210,Accessory,Listrak,1,1,$99.00,/pages/packages?trk_msg=2DM8V28CJ0N4P2293SH03EC530&trk_contact=603CCR1HMQ4OFQPKDLKVKCHH5S&trk_sid=3LU3FVGRIPLT578CFBQ53OU6MS,desktop
3206,#9797,20181210,Boat B,Listrak,1,1,"$1,299.00",/pages/packages?trk_msg=2DM8V28CJ0N4P2293SH03EC530&trk_contact=603CCR1HMQ4OFQPKDLKVKCHH5S&trk_sid=3LU3FVGRIPLT578CFBQ53OU6MS,desktop
3207,#9789,20181209,Accessory,Listrak,20,1,$1.00,/,mobile
3208,#9790,20181209,Accessory,Listrak,29,1,$18.00,/,desktop
3209,#9791,20181209,Accessory,google,1,1,$199.00,/,desktop
3210,#9791,20181209,Boat B,google,1,1,"$1,299.00",/,desktop
3211,#9792,20181209,Accessory,google,2,1,$99.00,/,desktop
3212,#9793,20181209,Accessory,google,1,1,$25.00,/,tablet
3213,#9794,20181209,Accessory,google,4,1,$17.00,/pages/faqs,desktop
3214,#9795,20181209,Boat B,yahoo,1,1,"$1,099.00",/,desktop
3215,#9795,20181209,Accessory,yahoo,1,1,$70.00,/,desktop
3216,#9795,20181209,Accessory,yahoo,1,1,$99.00,/,desktop
3217,#9795,20181209,Accessory,yahoo,1,1,$25.00,/,desktop
3218,#9785,20181208,Boat B,google,2,1,"$1,099.00",/,desktop
3219,#9786,20181208,Accessory,google,2,1,$65.00,/products/oru-dry-bags,mobile
3220,#9787,20181208,Accessory,pay.shopify.com,30,1,$25.00,/1828165/orders/1884dce0db4032ed9ebf534fc4b48956,mobile
3221,#9788,20181208,Accessory,(direct),1,2,$40.00,/products/the-haven-tandem-kayak,tablet
3222,#9788,20181208,Accessory,(direct),1,2,$50.00,/products/the-haven-tandem-kayak,tablet
3223,#9781,20181207,Accessory,google,8,1,$79.00,/products/bay-st,mobile
3224,#9782,20181207,Boat A,(direct),1,2,"$2,798.00",/collections/accessories/products/oru-carbon-paddle,mobile
3225,#9782,20181207,Accessory,(direct),1,2,$750.00,/collections/accessories/products/oru-carbon-paddle,mobile
3226,#9782,20181207,Accessory,(direct),1,2,$398.00,/collections/accessories/products/oru-carbon-paddle,mobile
3227,#9782,20181207,Accessory,(direct),1,1,$99.00,/collections/accessories/products/oru-carbon-paddle,mobile
3228,#9782,20181207,Accessory,(direct),1,1,$99.00,/collections/accessories/products/oru-carbon-paddle,mobile
3229,#9782,20181207,Accessory,(direct),1,2,$50.00,/collections/accessories/products/oru-carbon-paddle,mobile
3230,#9783,20181207,Accessory,google,4,1,$99.00,/,tablet
3231,#9784,20181207,Accessory,google,4,1,$199.00,/,tablet
3232,#9779,20181206,Accessory,google,1,1,$25.00,/,desktop
3233,#9780,20181206,Boat B,affirm.com,8,1,"$1,099.00",/checkout/thank_you,mobile
3234,#9774,20181205,Accessory,bing,2,1,$375.00,/,desktop
3235,#9774,20181205,Accessory,bing,2,1,$65.00,/,desktop
3236,#9774,20181205,Accessory,bing,2,1,$70.00,/,desktop
3237,#9774,20181205,Accessory,bing,2,1,$199.00,/,desktop
3238,#9775,20181205,Accessory,(direct),1,1,$199.00,/,desktop
3239,#9776,20181205,Accessory,Listrak,2,1,$199.00,/,desktop
3240,#9777,20181205,Accessory,google,3,1,$25.00,/account/login,desktop
3241,#9778,20181205,Accessory,google,3,1,$17.00,/checkout/contact_information,desktop
3242,#9771,20181204,Accessory,google,2,6,$120.00,/products/oru-lights,desktop
3243,#9772,20181204,Boat D,google,1,1,$999.00,/products/beach-lt,desktop
3244,#9766,20181203,Accessory,(direct),9,1,$99.00,/checkout/contact_information,mobile
3245,#9766,20181203,Boat B,(direct),9,1,"$1,299.00",/checkout/contact_information,mobile
3246,#9767,20181203,Accessory,google,3,1,$70.00,/checkout/contact_information,desktop
3247,#9767,20181203,Accessory,google,3,1,$79.00,/checkout/contact_information,desktop
3248,#9767,20181203,Accessory,google,3,1,$199.00,/checkout/contact_information,desktop
3249,#9767,20181203,Accessory,google,3,1,$99.00,/checkout/contact_information,desktop
3250,#9767,20181203,Accessory,google,3,1,$99.00,/checkout/contact_information,desktop
3251,#9767,20181203,Boat A,google,3,1,"$1,599.00",/checkout/contact_information,desktop
3252,#9770,20181203,Accessory,(direct),1,1,$99.00,/collections/accessories/products/oru-pfd?variant=5938621185,desktop
3253,#9760,20181202,Boat B,affirm.com,5,1,"$1,299.00",/checkout/thank_you,desktop
3254,#9761,20181202,Accessory,(direct),4,1,$70.00,/checkout/contact_information?discount=PK2-W72CF10W80VG&ref=https://tabarnapp.com/automatic-discount-shopify,desktop
3255,#9761,20181202,Accessory,(direct),4,1,$79.00,/checkout/contact_information?discount=PK2-W72CF10W80VG&ref=https://tabarnapp.com/automatic-discount-shopify,desktop
3256,#9761,20181202,Accessory,(direct),4,1,$199.00,/checkout/contact_information?discount=PK2-W72CF10W80VG&ref=https://tabarnapp.com/automatic-discount-shopify,desktop
3257,#9761,20181202,Accessory,(direct),4,1,$99.00,/checkout/contact_information?discount=PK2-W72CF10W80VG&ref=https://tabarnapp.com/automatic-discount-shopify,desktop
3258,#9761,20181202,Accessory,(direct),4,1,$99.00,/checkout/contact_information?discount=PK2-W72CF10W80VG&ref=https://tabarnapp.com/automatic-discount-shopify,desktop
3259,#9761,20181202,Boat A,(direct),4,1,"$1,599.00",/checkout/contact_information?discount=PK2-W72CF10W80VG&ref=https://tabarnapp.com/automatic-discount-shopify,desktop
3260,#9762,20181202,Accessory,google,4,1,$30.00,/checkout/shipping,mobile
3261,#9763,20181202,Accessory,(direct),1,1,$199.00,/collections/accessories/products/oru-pack,desktop
3262,#9764,20181202,Accessory,Listrak,1,2,$60.00,/cart?trk_msg=84NIMJFRQL04N464DI6KGEUOTG&trk_contact=FT5NGA70K92IA4PNB20EB21ARS&trk_module=sca&trk_sid=SETM6HS2JHGGCGNIBOVTKP0E14,desktop
3263,#9764,20181202,Accessory,Listrak,1,2,$50.00,/cart?trk_msg=84NIMJFRQL04N464DI6KGEUOTG&trk_contact=FT5NGA70K92IA4PNB20EB21ARS&trk_module=sca&trk_sid=SETM6HS2JHGGCGNIBOVTKP0E14,desktop
3264,#9765,20181202,Accessory,google,4,2,$398.00,/pages/packages,desktop
3265,#9765,20181202,Accessory,google,4,3,$297.00,/pages/packages,desktop
3266,#9765,20181202,Accessory,google,4,3,$297.00,/pages/packages,desktop
3267,#9765,20181202,Boat A,google,4,3,"$4,797.00",/pages/packages,desktop
3268,#9756,20181201,Accessory,paypal.com,3,1,$99.00,/checkout/payment?PayerID=SAL2Q8NVR6T2Q&token=EC-5F695749HD067154W,mobile
3269,#9756,20181201,Accessory,paypal.com,3,1,$99.00,/checkout/payment?PayerID=SAL2Q8NVR6T2Q&token=EC-5F695749HD067154W,mobile
3270,#9756,20181201,Boat A,paypal.com,3,1,"$1,599.00",/checkout/payment?PayerID=SAL2Q8NVR6T2Q&token=EC-5F695749HD067154W,mobile
3271,#9757,20181201,Accessory,google,7,1,$99.00,/cart,mobile
3272,#9757,20181201,Accessory,google,7,1,$99.00,/cart,mobile
3273,#9757,20181201,Accessory,google,7,1,$20.00,/cart,mobile
3274,#9757,20181201,Boat D,google,7,1,$999.00,/cart,mobile
3275,#9758,20181201,Accessory,google,21,2,$198.00,/checkout/shipping,mobile
3276,#9758,20181201,Accessory,google,21,2,$198.00,/checkout/shipping,mobile
3277,#9758,20181201,Accessory,google,21,2,$40.00,/checkout/shipping,mobile
3278,#9758,20181201,Boat D,google,21,1,$999.00,/checkout/shipping,mobile
3279,#9759,20181201,Accessory,google,2,2,$398.00,/collections/accessories,desktop
3280,#9739,20181130,Accessory,google,3,1,$30.00,/checkout/thank_you,desktop
3281,#9739,20181130,Accessory,google,3,1,$30.00,/collections/replacementparts/products/replacement-seamchannels?variant=17012110337,desktop
3282,#9739,20181129,Accessory,google,2,1,$30.00,/checkout/thank_you,desktop
3283,#9739,20181129,Accessory,google,2,1,$30.00,/collections/replacementparts/products/replacement-seamchannels?variant=17012110337,desktop
3284,#9741,20181130,Accessory,l.instagram.com,12,1,$70.00,/checkout/processing,desktop
3285,#9741,20181130,Accessory,l.instagram.com,12,1,$79.00,/checkout/processing,desktop
3286,#9741,20181130,Accessory,l.instagram.com,12,1,$199.00,/checkout/processing,desktop
3287,#9741,20181130,Accessory,l.instagram.com,12,1,$99.00,/checkout/processing,desktop
3288,#9741,20181130,Accessory,l.instagram.com,12,1,$99.00,/checkout/processing,desktop
3289,#9741,20181130,Boat A,l.instagram.com,12,1,"$1,599.00",/checkout/processing,desktop
3290,#9742,20181130,Accessory,google,20,1,$65.00,/pages/packages,mobile
3291,#9742,20181130,Accessory,google,20,1,$70.00,/pages/packages,mobile
3292,#9742,20181130,Accessory,google,20,1,$79.00,/pages/packages,mobile
3293,#9742,20181130,Accessory,google,20,1,$199.00,/pages/packages,mobile
3294,#9742,20181130,Accessory,google,20,1,$99.00,/pages/packages,mobile
3295,#9742,20181130,Accessory,google,20,1,$99.00,/pages/packages,mobile
3296,#9742,20181130,Boat A,google,20,1,"$1,599.00",/pages/packages,mobile
3297,#9743,20181130,Accessory,paypal.com,8,1,$65.00,/checkout/payment?token=EC-9X9127557U2117458,desktop
3298,#9743,20181130,Accessory,paypal.com,8,1,$70.00,/checkout/payment?token=EC-9X9127557U2117458,desktop
3299,#9743,20181130,Accessory,paypal.com,8,1,$79.00,/checkout/payment?token=EC-9X9127557U2117458,desktop
3300,#9743,20181130,Accessory,paypal.com,8,1,$199.00,/checkout/payment?token=EC-9X9127557U2117458,desktop
3301,#9743,20181130,Accessory,paypal.com,8,1,$99.00,/checkout/payment?token=EC-9X9127557U2117458,desktop
3302,#9743,20181130,Accessory,paypal.com,8,1,$99.00,/checkout/payment?token=EC-9X9127557U2117458,desktop
3303,#9743,20181130,Boat C,paypal.com,8,1,"$2,499.00",/checkout/payment?token=EC-9X9127557U2117458,desktop
3304,#9744,20181130,Accessory,google,33,1,$70.00,/blogs/fortune-favors-the-fold/john-day-when-origami-meets-water,mobile
3305,#9744,20181130,Accessory,google,33,1,$79.00,/blogs/fortune-favors-the-fold/john-day-when-origami-meets-water,mobile
3306,#9744,20181130,Accessory,google,33,1,$199.00,/blogs/fortune-favors-the-fold/john-day-when-origami-meets-water,mobile
3307,#9744,20181130,Accessory,google,33,1,$99.00,/blogs/fortune-favors-the-fold/john-day-when-origami-meets-water,mobile
3308,#9744,20181130,Accessory,google,33,1,$99.00,/blogs/fortune-favors-the-fold/john-day-when-origami-meets-water,mobile
3309,#9744,20181130,Boat A,google,33,1,"$1,599.00",/blogs/fortune-favors-the-fold/john-day-when-origami-meets-water,mobile
3310,#9745,20181130,Accessory,(direct),1,1,$199.00,/collections/accessories/products/oru-pack,desktop
3311,#9745,20181130,Accessory,(direct),1,1,$99.00,/collections/accessories/products/oru-pack,desktop
3312,#9745,20181130,Accessory,(direct),1,1,$25.00,/collections/accessories/products/oru-pack,desktop
3313,#9746,20181130,Accessory,Listrak,1,1,$79.00,/pages/packages?trk_msg=G42Q6741OCL47E1QDN03Q9DAUG&trk_contact=AC6NCJ5EU7GGQI254RE2BAPEMK&trk_sid=EMAN07O8RPGD4J34VBPVC3EJK4,mobile
3314,#9746,20181130,Accessory,Listrak,1,1,$99.00,/pages/packages?trk_msg=G42Q6741OCL47E1QDN03Q9DAUG&trk_contact=AC6NCJ5EU7GGQI254RE2BAPEMK&trk_sid=EMAN07O8RPGD4J34VBPVC3EJK4,mobile
3315,#9747,20181130,Accessory,google,3,1,$70.00,/,tablet
3316,#9747,20181130,Accessory,google,3,1,$79.00,/,tablet
3317,#9747,20181130,Accessory,google,3,1,$199.00,/,tablet
3318,#9747,20181130,Accessory,google,3,1,$99.00,/,tablet
3319,#9747,20181130,Accessory,google,3,1,$99.00,/,tablet
3320,#9747,20181130,Accessory,google,3,1,$25.00,/,tablet
3321,#9747,20181130,Accessory,google,3,1,$20.00,/,tablet
3322,#9747,20181130,Boat A,google,3,1,"$1,599.00",/,tablet
3323,#9748,20181130,Accessory,Listrak,2,1,$99.00,/checkout/shipping,desktop
3324,#9748,20181130,Accessory,Listrak,2,1,$99.00,/checkout/shipping,desktop
3325,#9748,20181130,Accessory,Listrak,2,2,$40.00,/checkout/shipping,desktop
3326,#9748,20181130,Boat D,Listrak,2,1,$999.00,/checkout/shipping,desktop
3327,#9749,20181130,Accessory,Listrak,11,1,$70.00,/pages/packages?trk_msg=G42Q6741OCL47E1QDN03Q9DAUG&trk_contact=VF86PPUSBMTD5B2L80SQIUJG1K&trk_sid=RCMC5BCU1VNQ1TBF6OJIBL3GAK,desktop
3328,#9749,20181130,Accessory,Listrak,11,2,$198.00,/pages/packages?trk_msg=G42Q6741OCL47E1QDN03Q9DAUG&trk_contact=VF86PPUSBMTD5B2L80SQIUJG1K&trk_sid=RCMC5BCU1VNQ1TBF6OJIBL3GAK,desktop
3329,#9749,20181130,Accessory,Listrak,11,1,$99.00,/pages/packages?trk_msg=G42Q6741OCL47E1QDN03Q9DAUG&trk_contact=VF86PPUSBMTD5B2L80SQIUJG1K&trk_sid=RCMC5BCU1VNQ1TBF6OJIBL3GAK,desktop
3330,#9749,20181130,Accessory,Listrak,11,2,$50.00,/pages/packages?trk_msg=G42Q6741OCL47E1QDN03Q9DAUG&trk_contact=VF86PPUSBMTD5B2L80SQIUJG1K&trk_sid=RCMC5BCU1VNQ1TBF6OJIBL3GAK,desktop
3331,#9750,20181130,Accessory,google,1,1,$70.00,/,desktop
3332,#9750,20181130,Accessory,google,1,1,$79.00,/,desktop
3333,#9750,20181130,Accessory,google,1,1,$199.00,/,desktop
3334,#9750,20181130,Accessory,google,1,1,$99.00,/,desktop
3335,#9750,20181130,Accessory,google,1,1,$99.00,/,desktop
3336,#9750,20181130,Boat A,google,1,1,"$1,599.00",/,desktop
3337,#9751,20181130,Accessory,google,1,1,$99.00,/products/bay-st,desktop
3338,#9751,20181130,Accessory,google,1,1,$99.00,/products/bay-st,desktop
3339,#9751,20181130,Boat A,google,1,1,"$1,599.00",/products/bay-st,desktop
3340,#9752,20181130,Accessory,Listrak,2,1,$65.00,/pages/packages?trk_msg=Q29KLP9ACUVKTF5SUI3TR2A9V0&trk_contact=RGUM346Q2J4QN5788R4R6705O4&trk_sid=KU9QMU4VP7QGNKMGQKBL1F8CL4,tablet
3341,#9752,20181130,Accessory,Listrak,2,1,$70.00,/pages/packages?trk_msg=Q29KLP9ACUVKTF5SUI3TR2A9V0&trk_contact=RGUM346Q2J4QN5788R4R6705O4&trk_sid=KU9QMU4VP7QGNKMGQKBL1F8CL4,tablet
3342,#9752,20181130,Accessory,Listrak,2,1,$79.00,/pages/packages?trk_msg=Q29KLP9ACUVKTF5SUI3TR2A9V0&trk_contact=RGUM346Q2J4QN5788R4R6705O4&trk_sid=KU9QMU4VP7QGNKMGQKBL1F8CL4,tablet
3343,#9752,20181130,Accessory,Listrak,2,1,$199.00,/pages/packages?trk_msg=Q29KLP9ACUVKTF5SUI3TR2A9V0&trk_contact=RGUM346Q2J4QN5788R4R6705O4&trk_sid=KU9QMU4VP7QGNKMGQKBL1F8CL4,tablet
3344,#9752,20181130,Accessory,Listrak,2,1,$99.00,/pages/packages?trk_msg=Q29KLP9ACUVKTF5SUI3TR2A9V0&trk_contact=RGUM346Q2J4QN5788R4R6705O4&trk_sid=KU9QMU4VP7QGNKMGQKBL1F8CL4,tablet
3345,#9752,20181130,Accessory,Listrak,2,1,$99.00,/pages/packages?trk_msg=Q29KLP9ACUVKTF5SUI3TR2A9V0&trk_contact=RGUM346Q2J4QN5788R4R6705O4&trk_sid=KU9QMU4VP7QGNKMGQKBL1F8CL4,tablet
3346,#9752,20181130,Boat C,Listrak,2,1,"$2,499.00",/pages/packages?trk_msg=Q29KLP9ACUVKTF5SUI3TR2A9V0&trk_contact=RGUM346Q2J4QN5788R4R6705O4&trk_sid=KU9QMU4VP7QGNKMGQKBL1F8CL4,tablet
3347,#9753,20181130,Accessory,l.instagram.com,1,2,$198.00,/pages/packages,mobile
3348,#9753,20181130,Accessory,l.instagram.com,1,2,$198.00,/pages/packages,mobile
3349,#9753,20181130,Accessory,l.instagram.com,1,2,$40.00,/pages/packages,mobile
3350,#9753,20181130,Boat D,l.instagram.com,1,1,$999.00,/pages/packages,mobile
3351,#9755,20181130,Accessory,google,1,1,$70.00,/collections/kayaks,tablet
3352,#9755,20181130,Accessory,google,1,1,$79.00,/collections/kayaks,tablet
3353,#9755,20181130,Accessory,google,1,1,$199.00,/collections/kayaks,tablet
3354,#9755,20181130,Accessory,google,1,1,$99.00,/collections/kayaks,tablet
3355,#9755,20181130,Accessory,google,1,1,$99.00,/collections/kayaks,tablet
3356,#9755,20181130,Boat A,google,1,1,"$1,599.00",/collections/kayaks,tablet
3357,#9730,20181129,Accessory,(direct),1,2,$198.00,/,tablet
3358,#9730,20181129,Accessory,(direct),1,2,$198.00,/,tablet
3359,#9730,20181129,Accessory,(direct),1,2,$40.00,/,tablet
3360,#9730,20181129,Boat D,(direct),1,1,$999.00,/,tablet
3361,#9731,20181129,Accessory,(direct),1,1,$199.00,/checkout/payment,desktop
3362,#9731,20181129,Accessory,(direct),1,1,$99.00,/checkout/payment,desktop
3363,#9731,20181129,Accessory,(direct),1,1,$99.00,/checkout/payment,desktop
3364,#9731,20181129,Accessory,(direct),1,1,$99.00,/checkout/payment,desktop
3365,#9731,20181129,Accessory,(direct),1,1,$20.00,/checkout/payment,desktop
3366,#9731,20181129,Boat B,(direct),1,1,"$1,299.00",/checkout/payment,desktop
3367,#9732,20181129,Accessory,(direct),2,1,$70.00,/account/login,desktop
3368,#9732,20181129,Accessory,(direct),2,1,$79.00,/account/login,desktop
3369,#9732,20181129,Accessory,(direct),2,1,$199.00,/account/login,desktop
3370,#9732,20181129,Accessory,(direct),2,1,$99.00,/account/login,desktop
3371,#9732,20181129,Accessory,(direct),2,1,$99.00,/account/login,desktop
3372,#9732,20181129,Boat A,(direct),2,1,"$1,599.00",/account/login,desktop
3373,#9733,20181129,Accessory,Listrak,1,1,$99.00,/cart?trk_msg=A9VFM8PBMQPK3ADTODEVIR4S6C&trk_contact=MS2J13TSKS7PO72KCEB345F60O&trk_module=sca&trk_sid=SATH97HUIOEQOJ6V38KF90CGC8,desktop
3374,#9735,20181129,Accessory,google,1,2,$198.00,/products/the-coast-xt-2018,desktop
3375,#9735,20181129,Accessory,google,1,2,$198.00,/products/the-coast-xt-2018,desktop
3376,#9735,20181129,Accessory,google,1,2,$40.00,/products/the-coast-xt-2018,desktop
3377,#9735,20181129,Boat D,google,1,1,$999.00,/products/the-coast-xt-2018,desktop
3378,#9736,20181129,Accessory,google,1,2,$198.00,/products/the-coast-xt-2018,desktop
3379,#9736,20181129,Accessory,google,1,2,$198.00,/products/the-coast-xt-2018,desktop
3380,#9736,20181129,Accessory,google,1,2,$40.00,/products/the-coast-xt-2018,desktop
3381,#9736,20181129,Boat D,google,1,1,$999.00,/products/the-coast-xt-2018,desktop
3382,#9737,20181129,Accessory,(direct),1,2,$198.00,/,desktop
3383,#9737,20181129,Accessory,(direct),1,1,$99.00,/,desktop
3384,#9737,20181129,Accessory,(direct),1,1,$99.00,/,desktop
3385,#9737,20181129,Accessory,(direct),1,2,$40.00,/,desktop
3386,#9737,20181129,Boat D,(direct),1,1,$999.00,/,desktop
3387,#9738,20181129,Accessory,l.instagram.com,2,2,$198.00,/pages/packages,mobile
3388,#9738,20181129,Accessory,l.instagram.com,2,2,$198.00,/pages/packages,mobile
3389,#9738,20181129,Accessory,l.instagram.com,2,2,$40.00,/pages/packages,mobile
3390,#9738,20181129,Boat D,l.instagram.com,2,1,$999.00,/pages/packages,mobile
3391,#9740,20181129,Accessory,affirm.com,2,2,$198.00,/checkout/thank_you,mobile
3392,#9740,20181129,Accessory,affirm.com,2,2,$198.00,/checkout/thank_you,mobile
3393,#9740,20181129,Accessory,affirm.com,2,2,$40.00,/checkout/thank_you,mobile
3394,#9740,20181129,Boat D,affirm.com,2,1,$999.00,/checkout/thank_you,mobile
3395,#9723,20181128,Accessory,Listrak,29,1,$199.00,/checkout/payment,desktop
3396,#9723,20181128,Accessory,Listrak,29,1,$99.00,/checkout/payment,desktop
3397,#9723,20181128,Accessory,Listrak,29,1,$20.00,/checkout/payment,desktop
3398,#9723,20181128,Boat B,Listrak,29,1,"$1,299.00",/checkout/payment,desktop
3399,#9724,20181128,Accessory,(direct),1,1,$199.00,/checkout/contact_information?discount=PK1-G2AZ58SS4NN1&ref=https://tabarnapp.com/automatic-discount-shopify,desktop
3400,#9724,20181128,Accessory,(direct),1,1,$99.00,/checkout/contact_information?discount=PK1-G2AZ58SS4NN1&ref=https://tabarnapp.com/automatic-discount-shopify,desktop
3401,#9724,20181128,Accessory,(direct),1,1,$99.00,/checkout/contact_information?discount=PK1-G2AZ58SS4NN1&ref=https://tabarnapp.com/automatic-discount-shopify,desktop
3402,#9724,20181128,Accessory,(direct),1,1,$20.00,/checkout/contact_information?discount=PK1-G2AZ58SS4NN1&ref=https://tabarnapp.com/automatic-discount-shopify,desktop
3403,#9724,20181128,Boat B,(direct),1,1,"$1,299.00",/checkout/contact_information?discount=PK1-G2AZ58SS4NN1&ref=https://tabarnapp.com/automatic-discount-shopify,desktop
3404,#9728,20181128,Accessory,google,1,1,$70.00,/products/bay-st,desktop
3405,#9728,20181128,Accessory,google,1,1,$79.00,/products/bay-st,desktop
3406,#9728,20181128,Accessory,google,1,1,$199.00,/products/bay-st,desktop
3407,#9728,20181128,Accessory,google,1,1,$99.00,/products/bay-st,desktop
3408,#9728,20181128,Accessory,google,1,1,$99.00,/products/bay-st,desktop
3409,#9728,20181128,Boat A,google,1,1,"$1,599.00",/products/bay-st,desktop
3410,#9729,20181128,Accessory,(direct),1,1,$70.00,/pages/packages,desktop
3411,#9729,20181128,Accessory,(direct),1,1,$79.00,/pages/packages,desktop
3412,#9729,20181128,Accessory,(direct),1,1,$199.00,/pages/packages,desktop
3413,#9729,20181128,Accessory,(direct),1,1,$99.00,/pages/packages,desktop
3414,#9729,20181128,Accessory,(direct),1,1,$99.00,/pages/packages,desktop
3415,#9729,20181128,Boat A,(direct),1,1,"$1,599.00",/pages/packages,desktop
3416,7362317779041,20181128,Accessory,Listrak,5,1,$199.00,/pages/packages?trk_msg=Q29KLP9ACUVKTF5SUI3TR2A9V0&trk_contact=IT7U5VL64NLE6RQ7D7O9LQOBVS&trk_sid=7M3AB6RFVC25KKH5MLG8F10928,desktop
3417,#9713,20181127,Accessory,affirm.com,3,2,$198.00,/checkout/thank_you,desktop
3418,#9713,20181127,Accessory,affirm.com,3,2,$198.00,/checkout/thank_you,desktop
3419,#9713,20181127,Accessory,affirm.com,3,2,$40.00,/checkout/thank_you,desktop
3420,#9713,20181127,Boat D,affirm.com,3,1,$999.00,/checkout/thank_you,desktop
3421,#9714,20181127,Accessory,pay.shopify.com,2,1,$199.00,/checkout/review,desktop
3422,#9714,20181127,Accessory,pay.shopify.com,2,1,$99.00,/checkout/review,desktop
3423,#9714,20181127,Accessory,pay.shopify.com,2,1,$99.00,/checkout/review,desktop
3424,#9714,20181127,Accessory,pay.shopify.com,2,1,$20.00,/checkout/review,desktop
3425,#9714,20181127,Boat B,pay.shopify.com,2,1,"$1,299.00",/checkout/review,desktop
3426,#9716,20181127,Accessory,(direct),1,2,$198.00,/checkout/contact_information?fbclid=IwAR2urM0yv8olwL2IFPIOkSON6NykStvWwrTaZunQKaTyV_LLYqutdl59AZE,desktop
3427,#9716,20181127,Accessory,(direct),1,2,$50.00,/checkout/contact_information?fbclid=IwAR2urM0yv8olwL2IFPIOkSON6NykStvWwrTaZunQKaTyV_LLYqutdl59AZE,desktop
3428,#9716,20181127,Boat D,(direct),1,1,$999.00,/checkout/contact_information?fbclid=IwAR2urM0yv8olwL2IFPIOkSON6NykStvWwrTaZunQKaTyV_LLYqutdl59AZE,desktop
3429,#9718,20181127,Accessory,Listrak,1,1,$199.00,/pages/packages?trk_msg=SFBG37LQ6LO41BS8S4CVCJ1MUK&trk_contact=OJSD30VCPD6PJUNQLKMLJ70JCC&trk_sid=RHGNU2T9VI0CE2GA8P4K6P2304,mobile
3430,#9718,20181127,Accessory,Listrak,1,1,$99.00,/pages/packages?trk_msg=SFBG37LQ6LO41BS8S4CVCJ1MUK&trk_contact=OJSD30VCPD6PJUNQLKMLJ70JCC&trk_sid=RHGNU2T9VI0CE2GA8P4K6P2304,mobile
